5,2015-03-16T17:11:49.000Z,Modest Mouse - Strangers To Ourselves ALBUM REVIEW
2,2016-04-26T17:30:37.000Z,A$AP Ferg - Always Strive And Prosper ALBUM REVIEW
4,2015-11-04T14:02:16.000Z,M.E.D. Blu and Madlib - Bad Neighbor ALBUM REVIEW
6,2016-02-16T05:34:28.000Z,Kanye West - The Life of Pablo ALBUM REVIEW
5,2015-08-17T14:34:48.000Z,Health - Death Magic ALBUM REVIEW
7,2017-10-11T00:50:07.000Z,Lil Pump - Self-Titled MIXTAPE REVIEW
5,2015-09-03T21:36:23.000Z,Foals - What Went Down ALBUM REVIEW
6,2012-09-05T14:20:39.000Z,Animal Collective- Centipede Hz ALBUM REVIEW
4,2018-09-20T00:47:42.000Z,6LACK - East Atlanta Love Letter ALBUM REVIEW
6,2014-04-22T03:12:45.000Z,"The Hotelier - Home, Like NoPlace Is There ALBUM REVIEW"
6,2013-11-18T14:49:41.000Z,Death Grips - Government Plates ALBUM REVIEW
6,2012-11-15T15:29:59.000Z,Deftones- Koi No Yokan ALBUM REVIEW
4,2018-09-04T07:07:32.000Z,Eminem - Kamikaze ALBUM REVIEW
4,2018-07-04T14:55:10.000Z,Jay Rock - Redemption ALBUM REVIEW
4,2013-11-24T16:52:36.000Z,"Sky Ferreira - Night Time, My Time ALBUM REVIEW"
